model,model_label,version,version_label,space,space_label,n,n_perm,seed,term,df,SumOfSqs,R2,pseudo_F,p,permutation
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,core_type,5,15.01260123202737,0.22250314993238218,2.2534068973906294,0.0115,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,SDI,1,1.467441711496825,0.02174908918873056,1.1013225566636522,0.3477,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Layer:SDI,1,0.3955900739980436,0.005863077036827563,0.2968923864389086,0.8552,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Residual,36,47.96769238425716,0.7109336007483783,NA,NA,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",scar,"D_scar (SP-SPHARM, l = 1-6)",46,9999,42,Total,45,67.4714098950493,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Raw_mat,1,4.1061564404024535,0.048867327562158114,2.5524081869135853,0.0408,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.001017414059846,0.011913098436038274,0.6222376278091819,0.6584,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.170997278193497,0.2043518703540104,2.1347162323915914,0.0067,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,2.598624248762057,0.030926201721329483,1.6153183405263414,0.1552,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,1.235252570636348,0.014700728739250837,0.7678394186776885,0.5458,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,36,57.91457362203367,0.689240773187213,NA,NA,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,free
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Raw_mat,1,4.1061564404024535,0.048867327562158114,2.5524081869135853,0.0417,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer,1,1.001017414059846,0.011913098436038274,0.6222376278091819,0.9185,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,core_type,5,17.170997278193497,0.2043518703540104,2.1347162323915914,0.0065,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,SDI,1,2.598624248762057,0.030926201721329483,1.6153183405263414,0.1638,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Layer:SDI,1,1.235252570636348,0.014700728739250837,0.7678394186776885,0.5065,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Residual,36,57.91457362203367,0.689240773187213,NA,NA,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",morph,"D_morph (M-SPHARM, l = 1-8)",46,9999,42,Total,45,84.02662157408787,1,NA,NA,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Raw_mat,1,0.14668998809567374,0.034595836589313665,1.7809754879947055,0.0861,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0680713785210331,0.016054171919265645,0.826460334163356,0.5652,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.9021900740855099,0.21277539647222599,2.190713119985328,0.0014,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.11307236147120858,0.026667347860675903,1.3728210545532018,0.2017,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.044942612306671625,0.01059940962190551,0.5456520374957478,0.8166,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,36,2.9651388281543567,0.6993078375366133,NA,NA,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,free
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Raw_mat,1,0.14668998809567374,0.034595836589313665,1.7809754879947055,0.1005,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer,1,0.0680713785210331,0.016054171919265645,0.826460334163356,0.7583,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,core_type,5,0.9021900740855099,0.21277539647222599,2.190713119985328,4e-4,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,SDI,1,0.11307236147120858,0.026667347860675903,1.3728210545532018,0.2146,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Layer:SDI,1,0.044942612306671625,0.01059940962190551,0.5456520374957478,0.7932,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Residual,36,2.9651388281543567,0.6993078375366133,NA,NA,restricted_within_layer
M2,M2 raw material controlled,D,"D log(SDI), common support",combined,D_comb (MFA-normalised join),46,9999,42,Total,45,4.240105242634454,1,NA,NA,restricted_within_layer
