ID,Typology,n_scars,power_l0,power_l1,power_l2,power_l3,power_l4,power_l5,power_l6,power_l7,power_l8,power_l9,power_l10,power_l11,power_l12,power_l13,power_l14,power_l15,power_l16,power_l17,power_l18,power_l19,power_l20
SDG_L4_1951,,7,0.0,0.66493206,0.23776722,0.07264506,0.02097191,0.00323675,0.00038699,5.343e-05,4.73e-06,1.18e-06,3.1e-07,1.7e-07,1.3e-07,1e-08,4e-08,0.0,1e-08,1e-08,0.0,0.0,0.0
SDG_L4_2001,,4,0.0,0.60640745,0.27460065,0.08982033,0.02402426,0.00429985,0.00071554,0.00011941,1.175e-05,5.4e-07,1e-07,5e-08,5e-08,0.0,1e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_2004,,9,0.0,0.17799043,0.69591137,0.06036466,0.05442144,0.00972317,0.00132363,0.00024268,1.049e-05,7.11e-06,1.9e-06,1.62e-06,8.7e-07,2.6e-07,2.7e-07,2e-08,4e-08,2e-08,0.0,2e-08,0.0
SDG_L4_2158,,20,0.0,0.7298814,0.21742078,0.03968117,0.01043581,0.00195493,0.00038614,0.00017031,7.3e-06,4.411e-05,1.36e-06,1.331e-05,5.3e-07,2.41e-06,1.5e-07,1.2e-07,3e-08,5e-08,0.0,9e-08,0.0
SDG_L4_2164,,6,0.0,0.16295026,0.66979187,0.10964086,0.0474969,0.00958165,0.00037492,0.00015816,3.47e-06,1.07e-06,5.2e-07,9e-08,1.7e-07,2e-08,4e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_2165,,6,0.0,0.03836819,0.68920771,0.23620987,0.02201923,0.01284086,0.00121592,0.00011605,1.682e-05,2.18e-06,1.87e-06,3.5e-07,6.5e-07,8e-08,1.8e-07,1e-08,2e-08,0.0,0.0,0.0,0.0
SDG_L4_2182,,13,0.0,0.56923972,0.32259875,0.09187354,0.01465492,0.00145187,0.00015089,2.566e-05,2.95e-06,9.9e-07,3.6e-07,1.6e-07,1.2e-07,1e-08,3e-08,0.0,0.0,1e-08,0.0,0.0,0.0
SDG_L4_2213,,5,0.0,0.31255527,0.46811836,0.17875215,0.03293042,0.00681681,0.00069152,0.00011712,1.657e-05,1.38e-06,2.2e-07,6e-08,9e-08,1e-08,3e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_2292,,5,0.0,0.19350027,0.5952797,0.15347138,0.04640566,0.01018477,0.00097436,0.00017495,6.15e-06,1.63e-06,6.1e-07,1.7e-07,2.1e-07,6e-08,6e-08,1e-08,1e-08,0.0,0.0,0.0,0.0
SDG_L4_2389,,16,0.0,0.41779841,0.38974759,0.16256664,0.02295788,0.00625927,0.00049396,0.00014348,1.483e-05,9.5e-06,3.46e-06,2.71e-06,1.29e-06,4.9e-07,3.5e-07,4e-08,5e-08,2e-08,1e-08,2e-08,1e-08
SDG_L4_2527,,8,0.0,0.55658635,0.29855293,0.11502784,0.02575774,0.00361082,0.00040965,4.794e-05,5.55e-06,7.6e-07,2.2e-07,9e-08,8e-08,1e-08,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_2733,,8,0.0,0.3838162,0.50967692,0.07485941,0.02565506,0.00403729,0.00148552,0.00039467,4.369e-05,1.54e-05,7.34e-06,4.25e-06,2.43e-06,1.01e-06,5.5e-07,1.4e-07,6e-08,2e-08,1e-08,2e-08,1e-08
SDG_L4_2818,,10,0.0,0.6094058,0.28536192,0.08630824,0.01632566,0.0019913,0.0004805,0.0001123,1.193e-05,1.32e-06,4.3e-07,3.1e-07,1.8e-07,3e-08,5e-08,0.0,1e-08,1e-08,0.0,1e-08,0.0
SDG_L4_3095,,6,0.0,0.61156732,0.27899887,0.08993761,0.01441121,0.00439479,0.00058687,8.867e-05,1.213e-05,1.57e-06,4.7e-07,2.2e-07,1.8e-07,2e-08,5e-08,0.0,1e-08,1e-08,0.0,0.0,0.0
SDG_L4_3155,,9,0.0,0.58794256,0.28858988,0.09826464,0.02237841,0.00256061,0.000225,2.995e-05,3.45e-06,3.28e-06,1.02e-06,6.3e-07,3.6e-07,6e-08,1e-07,1e-08,1e-08,2e-08,0.0,1e-08,0.0
SDG_L4_3192,,6,0.0,0.6241663,0.19188255,0.12035589,0.05394503,0.00866158,0.00076157,0.00012358,3.32e-05,3.518e-05,1.502e-05,1.177e-05,4.47e-06,2.61e-06,8.2e-07,2.7e-07,5e-08,3e-08,1e-08,5e-08,3e-08
SDG_L4_3283,,10,0.0,0.65529682,0.18945601,0.11403894,0.03587503,0.00470493,0.00048376,8.158e-05,2.576e-05,2.266e-05,5.78e-06,5.52e-06,1.68e-06,1.04e-06,3.1e-07,7e-08,2e-08,3e-08,1e-08,4e-08,1e-08
SDG_L4_3341,,16,0.0,0.54035462,0.32652989,0.10734716,0.02229546,0.00311403,0.00032013,3.474e-05,3.4e-06,2.9e-07,1.3e-07,7e-08,6e-08,0.0,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_3342,,8,0.0,0.73353155,0.13786551,0.07266409,0.03908118,0.01537131,0.00097035,0.00034722,7.189e-05,3.741e-05,3.049e-05,1.375e-05,8.97e-06,3.73e-06,1.65e-06,6.3e-07,1e-07,6e-08,2e-08,4e-08,5e-08
SDG_L4_3506,,16,0.0,0.64735438,0.03663813,0.25302426,0.05434681,0.00738655,0.0008713,9.334e-05,8.86e-05,8.465e-05,4.819e-05,3.324e-05,1.583e-05,9.22e-06,3.32e-06,1.52e-06,3.3e-07,1.2e-07,5e-08,9e-08,8e-08
SDG_L4_3513,,21,0.0,0.64399837,0.25192469,0.0816142,0.01962574,0.00252852,0.00025864,3.939e-05,4.1e-06,3.62e-06,1.13e-06,9.1e-07,4.1e-07,1.1e-07,1.1e-07,1e-08,1e-08,2e-08,0.0,1e-08,0.0
SDG_L4_3821,,6,0.0,0.16617607,0.44002087,0.31942936,0.04264413,0.02821978,0.00315602,0.00027261,5.351e-05,1.665e-05,4.79e-06,3.28e-06,1.69e-06,6.2e-07,4.3e-07,6e-08,6e-08,3e-08,1e-08,3e-08,1e-08
SDG_L4_3952,,3,0.0,0.34734881,0.34484303,0.2520348,0.04454066,0.00902399,0.00204445,0.0001492,1.305e-05,1.68e-06,1.8e-07,6e-08,7e-08,1e-08,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_3971,,7,0.0,0.62285012,0.27658966,0.07626862,0.01987061,0.00385776,0.00049869,5.845e-05,5.15e-06,5.4e-07,1.8e-07,9e-08,8e-08,0.0,2e-08,0.0,0.0,1e-08,0.0,0.0,0.0
SDG_L4_4262,,7,0.0,0.49934129,0.15373024,0.22025469,0.10577761,0.01811266,0.00199561,0.00051669,0.0001203,6.433e-05,4.178e-05,2.406e-05,1.212e-05,5.54e-06,2.12e-06,6.2e-07,1.1e-07,2e-08,5e-08,8e-08,8e-08
SDG_L4_4386,,7,0.0,0.70567734,0.21482324,0.05671033,0.01716085,0.00457286,0.00093784,0.00010505,7.23e-06,3.28e-06,8.6e-07,5.9e-07,3.2e-07,6e-08,9e-08,1e-08,1e-08,2e-08,0.0,1e-08,0.0
SDG_L4_4460,,8,0.0,0.55379675,0.32584556,0.09970297,0.01813879,0.00221389,0.00025528,4.065e-05,5e-06,6.8e-07,2.1e-07,9e-08,8e-08,1e-08,2e-08,0.0,0.0,0.0,0.0,0.0,0.0
SDG_L4_4583,,7,0.0,0.63427901,0.23785958,0.10273299,0.02117548,0.00311951,0.00073118,9.09e-05,6.97e-06,2.82e-06,7.9e-07,3.8e-07,2.5e-07,4e-08,7e-08,1e-08,1e-08,1e-08,0.0,1e-08,0.0
SDG_L4_4604,,26,0.0,0.36859178,0.34689026,0.23933643,0.03354407,0.01020372,0.00122035,0.00016424,1.705e-05,1.34e-05,9.22e-06,5e-06,2.47e-06,1.33e-06,4.2e-07,2e-07,2e-08,1e-08,1e-08,1e-08,2e-08
SDG_L4_4858,,27,0.0,0.54707391,0.31672579,0.10272111,0.02726921,0.00551287,0.00058759,7.823e-05,1.283e-05,1.027e-05,2.95e-06,2.92e-06,1.22e-06,5.4e-07,3.8e-07,5e-08,6e-08,2e-08,0.0,2e-08,0.0
